交通运输,9月,同比±%,1-9月,同比±%,8月,同比±%,1-8月,同比±%,7月,同比±%,1-7月,同比±%,6月,同比±%,1-6月,同比±%,5月,同比±%,1-5月,同比±%,4月,同比±%,1-4月,同比±%,3月,同比±%,1-3月,同比±%,2月,同比±%,1-2月,同比±%
货物周转量（亿吨公里）,409.3,13.4,3483.5,10.0,407.1,6.9,3074.2,9.5,389.6,15.5,2667.0,9.9,452.0,12.3,2277.4,9.0,391.0,3.8,1825.5,8.2,380.5,2.4,1434.5,9.5,400.0,14.0,1054.0,12.3,305.6,19.2,654.0,11.3
